"ID","METEROLOGICAL_PROVINCE","MONTH","CLIMATE","VALUE","UNIT","YEAR"
13,"Madras Presidency","December","Temperature",76.9,"ºF",1914
14,"Lower Burma","December","Temperature",77.1,"ºF",1914
15,"Upper Burma","December","Temperature",67.6,"ºF",1914
16,"Jammu And Kashmir","December","Temperature",27.6,"ºF",1914
18,"Baluchistan Agency","December","Temperature",47.9,"ºF",1914
1,"Assam","December","Rainfall",0.51,"in",1914
2,"Bengal","December","Rainfall",0.88,"in",1914
3,"Bihar And Orissa","December","Rainfall",0.16,"in",1914
4,"United Province Of Agra And Oudh","December","Rainfall",0,"in",1914
5,"Punjab","December","Rainfall",0.46,"in",1914
17,"North West Frontier Province","December","Rainfall",1.53,"in",1914
6,"Sindh","December","Rainfall",0.02,"in",1914
7,"Rajputana Agency","December","Rainfall",0,"in",1914
8,"Bombay Presidency","December","Rainfall",0.25,"in",1914
9,"Central India Agency","December","Rainfall",0,"in",1914
10,"Central Province And Berar","December","Rainfall",0.35,"in",1914
11,"Hyderabad","December","Rainfall",0.47,"in",1914
12,"Mysore","December","Rainfall",0.95,"in",1914
13,"Madras Presidency","December","Rainfall",3.14,"in",1914
14,"Lower Burma","December","Rainfall",1.87,"in",1914
15,"Upper Burma","December","Rainfall",2,"in",1914
16,"Jammu And Kashmir","December","Rainfall",2.87,"in",1914
18,"Baluchistan Agency","December","Rainfall",0.6,"in",1914
19,"Burma","January","Humidity",85,"%",1914
1,"Assam","January","Humidity",94,"%",1914
2,"Bengal","January","Humidity",89,"%",1914
3,"Bihar And Orissa","January","Humidity",85,"%",1914
4,"United Province Of Agra And Oudh","January","Humidity",72,"%",1914
5,"Punjab","January","Humidity",79,"%",1914
17,"North West Frontier Province","January","Humidity",82,"%",1914
6,"Sindh","January","Humidity",67,"%",1914
7,"Rajputana Agency","January","Humidity",51,"%",1914
8,"Bombay Presidency","January","Humidity",60,"%",1914
9,"Central India Agency","January","Humidity",57,"%",1914
10,"Central Province And Berar","January","Humidity",51,"%",1914
11,"Hyderabad","January","Humidity",57,"%",1914
12,"Mysore","January","Humidity",70,"%",1914
13,"Madras Presidency","January","Humidity",77,"%",1914
19,"Burma","February","Humidity",80,"%",1914
1,"Assam","February","Humidity",89,"%",1914
2,"Bengal","February","Humidity",85,"%",1914
3,"Bihar And Orissa","February","Humidity",76,"%",1914
4,"United Province Of Agra And Oudh","February","Humidity",64,"%",1914
5,"Punjab","February","Humidity",75,"%",1914
17,"North West Frontier Province","February","Humidity",76,"%",1914
6,"Sindh","February","Humidity",63,"%",1914
7,"Rajputana Agency","February","Humidity",42,"%",1914
8,"Bombay Presidency","February","Humidity",61,"%",1914
9,"Central India Agency","February","Humidity",42,"%",1914
10,"Central Province And Berar","February","Humidity",42,"%",1914
11,"Hyderabad","February","Humidity",52,"%",1914
12,"Mysore","February","Humidity",62,"%",1914
13,"Madras Presidency","February","Humidity",75,"%",1914
19,"Burma","March","Humidity",76,"%",1914
1,"Assam","March","Humidity",80,"%",1914
2,"Bengal","March","Humidity",77,"%",1914
3,"Bihar And Orissa","March","Humidity",61,"%",1914
4,"United Province Of Agra And Oudh","March","Humidity",55,"%",1914
5,"Punjab","March","Humidity",61,"%",1914
17,"North West Frontier Province","March","Humidity",69,"%",1914
6,"Sindh","March","Humidity",50,"%",1914
7,"Rajputana Agency","March","Humidity",36,"%",1914
8,"Bombay Presidency","March","Humidity",59,"%",1914
9,"Central India Agency","March","Humidity",38,"%",1914
10,"Central Province And Berar","March","Humidity",41,"%",1914
11,"Hyderabad","March","Humidity",43,"%",1914
12,"Mysore","March","Humidity",57,"%",1914
13,"Madras Presidency","March","Humidity",72,"%",1914
19,"Burma","April","Humidity",71,"%",1914
1,"Assam","April","Humidity",86,"%",1914
2,"Bengal","April","Humidity",79,"%",1914
3,"Bihar And Orissa","April","Humidity",63,"%",1914
4,"United Province Of Agra And Oudh","April","Humidity",48,"%",1914
5,"Punjab","April","Humidity",52,"%",1914
17,"North West Frontier Province","April","Humidity",67,"%",1914
6,"Sindh","April","Humidity",61,"%",1914
7,"Rajputana Agency","April","Humidity",33,"%",1914
8,"Bombay Presidency","April","Humidity",64,"%",1914
9,"Central India Agency","April","Humidity",38,"%",1914
10,"Central Province And Berar","April","Humidity",42,"%",1914
11,"Hyderabad","April","Humidity",51,"%",1914
12,"Mysore","April","Humidity",64,"%",1914
13,"Madras Presidency","April","Humidity",71,"%",1914
19,"Burma","May","Humidity",78,"%",1914
1,"Assam","May","Humidity",84,"%",1914
2,"Bengal","May","Humidity",83,"%",1914
3,"Bihar And Orissa","May","Humidity",72,"%",1914
4,"United Province Of Agra And Oudh","May","Humidity",51,"%",1914
5,"Punjab","May","Humidity",40,"%",1914
17,"North West Frontier Province","May","Humidity",46,"%",1914
6,"Sindh","May","Humidity",60,"%",1914
7,"Rajputana Agency","May","Humidity",32,"%",1914
8,"Bombay Presidency","May","Humidity",67,"%",1914
9,"Central India Agency","May","Humidity",47,"%",1914
10,"Central Province And Berar","May","Humidity",40,"%",1914
11,"Hyderabad","May","Humidity",50,"%",1914
12,"Mysore","May","Humidity",72,"%",1914
13,"Madras Presidency","May","Humidity",71,"%",1914
19,"Burma","June","Humidity",89,"%",1914
1,"Assam","June","Humidity",83,"%",1914
2,"Bengal","June","Humidity",84,"%",1914
3,"Bihar And Orissa","June","Humidity",75,"%",1914
4,"United Province Of Agra And Oudh","June","Humidity",56,"%",1914
5,"Punjab","June","Humidity",49,"%",1914
17,"North West Frontier Province","June","Humidity",45,"%",1914
6,"Sindh","June","Humidity",70,"%",1914
7,"Rajputana Agency","June","Humidity",55,"%",1914
8,"Bombay Presidency","June","Humidity",76,"%",1914
9,"Central India Agency","June","Humidity",63,"%",1914
10,"Central Province And Berar","June","Humidity",65,"%",1914
11,"Hyderabad","June","Humidity",69,"%",1914
12,"Mysore","June","Humidity",76,"%",1914
13,"Madras Presidency","June","Humidity",71,"%",1914
19,"Burma","July","Humidity",90,"%",1914
1,"Assam","July","Humidity",87,"%",1914
2,"Bengal","July","Humidity",89,"%",1914
3,"Bihar And Orissa","July","Humidity",87,"%",1914
4,"United Province Of Agra And Oudh","July","Humidity",83,"%",1914
5,"Punjab","July","Humidity",80,"%",1914
17,"North West Frontier Province","July","Humidity",75,"%",1914
6,"Sindh","July","Humidity",82,"%",1914
7,"Rajputana Agency","July","Humidity",75,"%",1914
8,"Bombay Presidency","July","Humidity",90,"%",1914
9,"Central India Agency","July","Humidity",87,"%",1914
10,"Central Province And Berar","July","Humidity",86,"%",1914
11,"Hyderabad","July","Humidity",82,"%",1914
12,"Mysore","July","Humidity",85,"%",1914
13,"Madras Presidency","July","Humidity",75,"%",1914
19,"Burma","August","Humidity",91,"%",1914
1,"Assam","August","Humidity",91,"%",1914
2,"Bengal","August","Humidity",89,"%",1914
3,"Bihar And Orissa","August","Humidity",88,"%",1914
4,"United Province Of Agra And Oudh","August","Humidity",85,"%",1914
5,"Punjab","August","Humidity",78,"%",1914
17,"North West Frontier Province","August","Humidity",74,"%",1914
6,"Sindh","August","Humidity",74,"%",1914
7,"Rajputana Agency","August","Humidity",74,"%",1914
8,"Bombay Presidency","August","Humidity",84,"%",1914
9,"Central India Agency","August","Humidity",87,"%",1914
10,"Central Province And Berar","August","Humidity",86,"%",1914
11,"Hyderabad","August","Humidity",83,"%",1914
12,"Mysore","August","Humidity",87,"%",1914
13,"Madras Presidency","August","Humidity",79,"%",1914
19,"Burma","September","Humidity",89,"%",1914
1,"Assam","September","Humidity",88,"%",1914
2,"Bengal","September","Humidity",86,"%",1914
3,"Bihar And Orissa","September","Humidity",85,"%",1914
4,"United Province Of Agra And Oudh","September","Humidity",79,"%",1914
5,"Punjab","September","Humidity",72,"%",1914
17,"North West Frontier Province","September","Humidity",72,"%",1914
6,"Sindh","September","Humidity",75,"%",1914
7,"Rajputana Agency","September","Humidity",68,"%",1914
8,"Bombay Presidency","September","Humidity",85,"%",1914
9,"Central India Agency","September","Humidity",85,"%",1914
10,"Central Province And Berar","September","Humidity",84,"%",1914
11,"Hyderabad","September","Humidity",82,"%",1914
12,"Mysore","September","Humidity",82,"%",1914
13,"Madras Presidency","September","Humidity",80,"%",1914
19,"Burma","October","Humidity",89,"%",1914
1,"Assam","October","Humidity",87,"%",1914
2,"Bengal","October","Humidity",82,"%",1914
3,"Bihar And Orissa","October","Humidity",75,"%",1914
4,"United Province Of Agra And Oudh","October","Humidity",68,"%",1914
5,"Punjab","October","Humidity",70,"%",1914
17,"North West Frontier Province","October","Humidity",74,"%",1914
6,"Sindh","October","Humidity",77,"%",1914
7,"Rajputana Agency","October","Humidity",50,"%",1914
8,"Bombay Presidency","October","Humidity",67,"%",1914
9,"Central India Agency","October","Humidity",62,"%",1914
10,"Central Province And Berar","October","Humidity",60,"%",1914
11,"Hyderabad","October","Humidity",60,"%",1914
12,"Mysore","October","Humidity",80,"%",1914
13,"Madras Presidency","October","Humidity",81,"%",1914
19,"Burma","November","Humidity",88,"%",1914
1,"Assam","November","Humidity",86,"%",1914
2,"Bengal","November","Humidity",80,"%",1914
3,"Bihar And Orissa","November","Humidity",69,"%",1914
4,"United Province Of Agra And Oudh","November","Humidity",67,"%",1914
5,"Punjab","November","Humidity",80,"%",1914
17,"North West Frontier Province","November","Humidity",87,"%",1914
6,"Sindh","November","Humidity",74,"%",1914
7,"Rajputana Agency","November","Humidity",55,"%",1914
8,"Bombay Presidency","November","Humidity",59,"%",1914
9,"Central India Agency","November","Humidity",61,"%",1914
10,"Central Province And Berar","November","Humidity",57,"%",1914
11,"Hyderabad","November","Humidity",59,"%",1914
12,"Mysore","November","Humidity",74,"%",1914
13,"Madras Presidency","November","Humidity",76,"%",1914
19,"Burma","December","Humidity",87,"%",1914
1,"Assam","December","Humidity",90,"%",1914
2,"Bengal","December","Humidity",81,"%",1914
3,"Bihar And Orissa","December","Humidity",75,"%",1914
4,"United Province Of Agra And Oudh","December","Humidity",72,"%",1914
5,"Punjab","December","Humidity",82,"%",1914
17,"North West Frontier Province","December","Humidity",82,"%",1914
6,"Sindh","December","Humidity",62,"%",1914
7,"Rajputana Agency","December","Humidity",45,"%",1914
8,"Bombay Presidency","December","Humidity",60,"%",1914
9,"Central India Agency","December","Humidity",58,"%",1914
10,"Central Province And Berar","December","Humidity",58,"%",1914
11,"Hyderabad","December","Humidity",65,"%",1914
12,"Mysore","December","Humidity",74,"%",1914
13,"Madras Presidency","December","Humidity",77,"%",1914
1,"Assam","January","Temperature",64.2,"ºF",1915
2,"Bengal","January","Temperature",66.9,"ºF",1915
3,"Bihar And Orissa","January","Temperature",65.7,"ºF",1915
4,"United Province Of Agra And Oudh","January","Temperature",60.6,"ºF",1915
5,"Punjab","January","Temperature",56.2,"ºF",1915
17,"North West Frontier Province","January","Temperature",54.6,"ºF",1915
6,"Sindh","January","Temperature",64.3,"ºF",1915
7,"Rajputana Agency","January","Temperature",60.4,"ºF",1915
8,"Bombay Presidency","January","Temperature",70.2,"ºF",1915
9,"Central India Agency","January","Temperature",62.5,"ºF",1915
10,"Central Province And Berar","January","Temperature",66.9,"ºF",1915
11,"Hyderabad","January","Temperature",70.2,"ºF",1915
12,"Mysore","January","Temperature",71.4,"ºF",1915
13,"Madras Presidency","January","Temperature",75.6,"ºF",1915
14,"Lower Burma","January","Temperature",75.1,"ºF",1915
15,"Upper Burma","January","Temperature",65.4,"ºF",1915
16,"Jammu And Kashmir","January","Temperature",24.2,"ºF",1915
18,"Baluchistan Agency","January","Temperature",48.5,"ºF",1915
1,"Assam","January","Rainfall",1.19,"in",1915
2,"Bengal","January","Rainfall",0.49,"in",1915
3,"Bihar And Orissa","January","Rainfall",1,"in",1915
4,"United Province Of Agra And Oudh","January","Rainfall",1.51,"in",1915
5,"Punjab","January","Rainfall",1.31,"in",1915
17,"North West Frontier Province","January","Rainfall",1.17,"in",1915
6,"Sindh","January","Rainfall",0.04,"in",1915
7,"Rajputana Agency","January","Rainfall",0.84,"in",1915
8,"Bombay Presidency","January","Rainfall",0.21,"in",1915
9,"Central India Agency","January","Rainfall",0.82,"in",1915
10,"Central Province And Berar","January","Rainfall",0.87,"in",1915
11,"Hyderabad","January","Rainfall",0.49,"in",1915
12,"Mysore","January","Rainfall",0.25,"in",1915
13,"Madras Presidency","January","Rainfall",1.03,"in",1915
14,"Lower Burma","January","Rainfall",0.15,"in",1915
15,"Upper Burma","January","Rainfall",0.06,"in",1915
16,"Jammu And Kashmir","January","Rainfall",3.72,"in",1915
18,"Baluchistan Agency","January","Rainfall",0.3,"in",1915
1,"Assam","February","Temperature",68.2,"ºF",1915
2,"Bengal","February","Temperature",69.8,"ºF",1915
3,"Bihar And Orissa","February","Temperature",67.1,"ºF",1915
4,"United Province Of Agra And Oudh","February","Temperature",60.4,"ºF",1915
5,"Punjab","February","Temperature",56.6,"ºF",1915
17,"North West Frontier Province","February","Temperature",54.1,"ºF",1915
6,"Sindh","February","Temperature",66.6,"ºF",1915
7,"Rajputana Agency","February","Temperature",62.4,"ºF",1915
8,"Bombay Presidency","February","Temperature",71.6,"ºF",1915
9,"Central India Agency","February","Temperature",63.3,"ºF",1915
10,"Central Province And Berar","February","Temperature",69.8,"ºF",1915
11,"Hyderabad","February","Temperature",76,"ºF",1915
12,"Mysore","February","Temperature",75.5,"ºF",1915
13,"Madras Presidency","February","Temperature",78.7,"ºF",1915
14,"Lower Burma","February","Temperature",80.7,"ºF",1915
15,"Upper Burma","February","Temperature",72.5,"ºF",1915
16,"Jammu And Kashmir","February","Temperature",34,"ºF",1915
18,"Baluchistan Agency","February","Temperature",47.9,"ºF",1915
1,"Assam","February","Rainfall",1.19,"in",1915
2,"Bengal","February","Rainfall",0.49,"in",1915
3,"Bihar And Orissa","February","Rainfall",1,"in",1915
4,"United Province Of Agra And Oudh","February","Rainfall",1.51,"in",1915
5,"Punjab","February","Rainfall",1.31,"in",1915
17,"North West Frontier Province","February","Rainfall",1.17,"in",1915
6,"Sindh","February","Rainfall",0.04,"in",1915
7,"Rajputana Agency","February","Rainfall",0.84,"in",1915
8,"Bombay Presidency","February","Rainfall",0.21,"in",1915
9,"Central India Agency","February","Rainfall",0.82,"in",1915
10,"Central Province And Berar","February","Rainfall",0.87,"in",1915
11,"Hyderabad","February","Rainfall",0.49,"in",1915
12,"Mysore","February","Rainfall",0.25,"in",1915
13,"Madras Presidency","February","Rainfall",1.03,"in",1915
14,"Lower Burma","February","Rainfall",0.15,"in",1915
15,"Upper Burma","February","Rainfall",0.06,"in",1915
16,"Jammu And Kashmir","February","Rainfall",3.72,"in",1915
18,"Baluchistan Agency","February","Rainfall",0.3,"in",1915
1,"Assam","March","Temperature",71.8,"ºF",1915
2,"Bengal","March","Temperature",76.1,"ºF",1915
3,"Bihar And Orissa","March","Temperature",76.1,"ºF",1915
4,"United Province Of Agra And Oudh","March","Temperature",71.5,"ºF",1915
5,"Punjab","March","Temperature",69.5,"ºF",1915
17,"North West Frontier Province","March","Temperature",68.6,"ºF",1915
6,"Sindh","March","Temperature",76.8,"ºF",1915
7,"Rajputana Agency","March","Temperature",75.4,"ºF",1915
8,"Bombay Presidency","March","Temperature",78.3,"ºF",1915
9,"Central India Agency","March","Temperature",73.2,"ºF",1915
10,"Central Province And Berar","March","Temperature",76.3,"ºF",1915
11,"Hyderabad","March","Temperature",79.6,"ºF",1915
12,"Mysore","March","Temperature",78.2,"ºF",1915
13,"Madras Presidency","March","Temperature",81.9,"ºF",1915
14,"Lower Burma","March","Temperature",81.5,"ºF",1915
15,"Upper Burma","March","Temperature",76.2,"ºF",1915
16,"Jammu And Kashmir","March","Temperature",39.6,"ºF",1915
18,"Baluchistan Agency","March","Temperature",62.3,"ºF",1915
1,"Assam","March","Rainfall",11.31,"in",1915
2,"Bengal","March","Rainfall",5.62,"in",1915
3,"Bihar And Orissa","March","Rainfall",1.42,"in",1915
4,"United Province Of Agra And Oudh","March","Rainfall",0.82,"in",1915
5,"Punjab","March","Rainfall",0.95,"in",1915
17,"North West Frontier Province","March","Rainfall",2.26,"in",1915
6,"Sindh","March","Rainfall",0.25,"in",1915
7,"Rajputana Agency","March","Rainfall",0.57,"in",1915
8,"Bombay Presidency","March","Rainfall",0.61,"in",1915
9,"Central India Agency","March","Rainfall",0.52,"in",1915
10,"Central Province And Berar","March","Rainfall",1.06,"in",1915
11,"Hyderabad","March","Rainfall",1.27,"in",1915
12,"Mysore","March","Rainfall",1.89,"in",1915
13,"Madras Presidency","March","Rainfall",1.78,"in",1915
14,"Lower Burma","March","Rainfall",6.56,"in",1915
15,"Upper Burma","March","Rainfall",4.13,"in",1915
16,"Jammu And Kashmir","March","Rainfall",3.24,"in",1915
18,"Baluchistan Agency","March","Rainfall",1.3,"in",1915
1,"Assam","April","Temperature",76.3,"ºF",1915
2,"Bengal","April","Temperature",83.9,"ºF",1915
3,"Bihar And Orissa","April","Temperature",86.1,"ºF",1915
4,"United Province Of Agra And Oudh","April","Temperature",83.3,"ºF",1915
5,"Punjab","April","Temperature",79.3,"ºF",1915
17,"North West Frontier Province","April","Temperature",73.5,"ºF",1915
6,"Sindh","April","Temperature",82.5,"ºF",1915
7,"Rajputana Agency","April","Temperature",85.4,"ºF",1915
8,"Bombay Presidency","April","Temperature",84.6,"ºF",1915
9,"Central India Agency","April","Temperature",83.9,"ºF",1915
10,"Central Province And Berar","April","Temperature",86,"ºF",1915
11,"Hyderabad","April","Temperature",88.1,"ºF",1915
12,"Mysore","April","Temperature",82.3,"ºF",1915
13,"Madras Presidency","April","Temperature",86.9,"ºF",1915
14,"Lower Burma","April","Temperature",83.7,"ºF",1915
15,"Upper Burma","April","Temperature",83.9,"ºF",1915
16,"Jammu And Kashmir","April","Temperature",54.3,"ºF",1915
18,"Baluchistan Agency","April","Temperature",62.3,"ºF",1915
1,"Assam","April","Rainfall",11.31,"in",1915
2,"Bengal","April","Rainfall",5.62,"in",1915
3,"Bihar And Orissa","April","Rainfall",1.42,"in",1915
4,"United Province Of Agra And Oudh","April","Rainfall",0.82,"in",1915
5,"Punjab","April","Rainfall",0.95,"in",1915
17,"North West Frontier Province","April","Rainfall",2.26,"in",1915
6,"Sindh","April","Rainfall",0.25,"in",1915
7,"Rajputana Agency","April","Rainfall",0.57,"in",1915
8,"Bombay Presidency","April","Rainfall",0.61,"in",1915
9,"Central India Agency","April","Rainfall",0.52,"in",1915
10,"Central Province And Berar","April","Rainfall",1.06,"in",1915
11,"Hyderabad","April","Rainfall",1.27,"in",1915
12,"Mysore","April","Rainfall",1.89,"in",1915
13,"Madras Presidency","April","Rainfall",1.78,"in",1915
14,"Lower Burma","April","Rainfall",6.56,"in",1915
15,"Upper Burma","April","Rainfall",4.13,"in",1915
16,"Jammu And Kashmir","April","Rainfall",3.24,"in",1915
18,"Baluchistan Agency","April","Rainfall",1.3,"in",1915
1,"Assam","May","Temperature",77.5,"ºF",1915
2,"Bengal","May","Temperature",82.9,"ºF",1915
3,"Bihar And Orissa","May","Temperature",89.6,"ºF",1915
4,"United Province Of Agra And Oudh","May","Temperature",93.1,"ºF",1915
5,"Punjab","May","Temperature",94.5,"ºF",1915
17,"North West Frontier Province","May","Temperature",94.2,"ºF",1915
6,"Sindh","May","Temperature",91.6,"ºF",1915
7,"Rajputana Agency","May","Temperature",96.1,"ºF",1915
8,"Bombay Presidency","May","Temperature",87.4,"ºF",1915
9,"Central India Agency","May","Temperature",93.4,"ºF",1915
10,"Central Province And Berar","May","Temperature",93.6,"ºF",1915
11,"Hyderabad","May","Temperature",92,"ºF",1915
12,"Mysore","May","Temperature",81.4,"ºF",1915
13,"Madras Presidency","May","Temperature",89.1,"ºF",1915
14,"Lower Burma","May","Temperature",87,"ºF",1915
15,"Upper Burma","May","Temperature",80.5,"ºF",1915
16,"Jammu And Kashmir","May","Temperature",68.9,"ºF",1915
18,"Baluchistan Agency","May","Temperature",81.9,"ºF",1915
1,"Assam","May","Rainfall",11.31,"in",1915
2,"Bengal","May","Rainfall",5.62,"in",1915
3,"Bihar And Orissa","May","Rainfall",1.42,"in",1915
4,"United Province Of Agra And Oudh","May","Rainfall",0.82,"in",1915
5,"Punjab","May","Rainfall",0.95,"in",1915
17,"North West Frontier Province","May","Rainfall",2.26,"in",1915
6,"Sindh","May","Rainfall",0.25,"in",1915
7,"Rajputana Agency","May","Rainfall",0.57,"in",1915
8,"Bombay Presidency","May","Rainfall",0.61,"in",1915
9,"Central India Agency","May","Rainfall",0.52,"in",1915
10,"Central Province And Berar","May","Rainfall",1.06,"in",1915
11,"Hyderabad","May","Rainfall",1.27,"in",1915
12,"Mysore","May","Rainfall",1.89,"in",1915
13,"Madras Presidency","May","Rainfall",1.78,"in",1915
14,"Lower Burma","May","Rainfall",6.56,"in",1915
15,"Upper Burma","May","Rainfall",4.13,"in",1915
16,"Jammu And Kashmir","May","Rainfall",3.24,"in",1915
18,"Baluchistan Agency","May","Rainfall",1.3,"in",1915
1,"Assam","June","Temperature",80.4,"ºF",1915
2,"Bengal","June","Temperature",82.8,"ºF",1915
3,"Bihar And Orissa","June","Temperature",88.5,"ºF",1915
4,"United Province Of Agra And Oudh","June","Temperature",93.3,"ºF",1915
5,"Punjab","June","Temperature",95.1,"ºF",1915
17,"North West Frontier Province","June","Temperature",96.2,"ºF",1915
6,"Sindh","June","Temperature",94.7,"ºF",1915
7,"Rajputana Agency","June","Temperature",97.4,"ºF",1915
8,"Bombay Presidency","June","Temperature",88,"ºF",1915
9,"Central India Agency","June","Temperature",94.2,"ºF",1915
10,"Central Province And Berar","June","Temperature",93.4,"ºF",1915
11,"Hyderabad","June","Temperature",89.5,"ºF",1915
12,"Mysore","June","Temperature",77.4,"ºF",1915
13,"Madras Presidency","June","Temperature",87.1,"ºF",1915
14,"Lower Burma","June","Temperature",83.2,"ºF",1915
15,"Upper Burma","June","Temperature",82.4,"ºF",1915
16,"Jammu And Kashmir","June","Temperature",65.4,"ºF",1915
18,"Baluchistan Agency","June","Temperature",85.6,"ºF",1915
1,"Assam","June","Rainfall",17.83,"in",1915
2,"Bengal","June","Rainfall",13.99,"in",1915
3,"Bihar And Orissa","June","Rainfall",9.2,"in",1915
4,"United Province Of Agra And Oudh","June","Rainfall",9.27,"in",1915
5,"Punjab","June","Rainfall",2.25,"in",1915
17,"North West Frontier Province","June","Rainfall",1.38,"in",1915
6,"Sindh","June","Rainfall",0.19,"in",1915
7,"Rajputana Agency","June","Rainfall",2.02,"in",1915
8,"Bombay Presidency","June","Rainfall",8.45,"in",1915
9,"Central India Agency","June","Rainfall",6.6,"in",1915
10,"Central Province And Berar","June","Rainfall",9.7,"in",1915
11,"Hyderabad","June","Rainfall",6.4,"in",1915
12,"Mysore","June","Rainfall",6.09,"in",1915
13,"Madras Presidency","June","Rainfall",6.52,"in",1915
14,"Lower Burma","June","Rainfall",23.65,"in",1915
15,"Upper Burma","June","Rainfall",7.13,"in",1915
16,"Jammu And Kashmir","June","Rainfall",3.8,"in",1915
18,"Baluchistan Agency","June","Rainfall",0.16,"in",1915
1,"Assam","July","Temperature",81.7,"ºF",1915
2,"Bengal","July","Temperature",84.1,"ºF",1915
3,"Bihar And Orissa","July","Temperature",85.2,"ºF",1915
4,"United Province Of Agra And Oudh","July","Temperature",87.9,"ºF",1915
5,"Punjab","July","Temperature",95.4,"ºF",1915
17,"North West Frontier Province","July","Temperature",97.6,"ºF",1915
6,"Sindh","July","Temperature",93.1,"ºF",1915
7,"Rajputana Agency","July","Temperature",93.6,"ºF",1915
8,"Bombay Presidency","July","Temperature",84.1,"ºF",1915
9,"Central India Agency","July","Temperature",85.8,"ºF",1915
10,"Central Province And Berar","July","Temperature",82.7,"ºF",1915
11,"Hyderabad","July","Temperature",82,"ºF",1915
12,"Mysore","July","Temperature",75.4,"ºF",1915
13,"Madras Presidency","July","Temperature",83.8,"ºF",1915
14,"Lower Burma","July","Temperature",80.9,"ºF",1915
15,"Upper Burma","July","Temperature",82.1,"ºF",1915
16,"Jammu And Kashmir","July","Temperature",73.5,"ºF",1915
18,"Baluchistan Agency","July","Temperature",86.6,"ºF",1915
1,"Assam","July","Rainfall",17.83,"in",1915
2,"Bengal","July","Rainfall",13.99,"in",1915
3,"Bihar And Orissa","July","Rainfall",9.2,"in",1915
4,"United Province Of Agra And Oudh","July","Rainfall",9.27,"in",1915
5,"Punjab","July","Rainfall",2.25,"in",1915
17,"North West Frontier Province","July","Rainfall",1.38,"in",1915
6,"Sindh","July","Rainfall",0.19,"in",1915
7,"Rajputana Agency","July","Rainfall",2.02,"in",1915
8,"Bombay Presidency","July","Rainfall",8.45,"in",1915
9,"Central India Agency","July","Rainfall",6.6,"in",1915
10,"Central Province And Berar","July","Rainfall",9.7,"in",1915
11,"Hyderabad","July","Rainfall",6.4,"in",1915
12,"Mysore","July","Rainfall",6.09,"in",1915
13,"Madras Presidency","July","Rainfall",6.52,"in",1915
14,"Lower Burma","July","Rainfall",23.65,"in",1915
15,"Upper Burma","July","Rainfall",7.13,"in",1915
16,"Jammu And Kashmir","July","Rainfall",3.8,"in",1915
18,"Baluchistan Agency","July","Rainfall",0.16,"in",1915
1,"Assam","August","Temperature",82.7,"ºF",1915
2,"Bengal","August","Temperature",84.1,"ºF",1915
3,"Bihar And Orissa","August","Temperature",84.4,"ºF",1915
4,"United Province Of Agra And Oudh","August","Temperature",84.4,"ºF",1915
5,"Punjab","August","Temperature",91.9,"ºF",1915
17,"North West Frontier Province","August","Temperature",95,"ºF",1915
6,"Sindh","August","Temperature",88.7,"ºF",1915
7,"Rajputana Agency","August","Temperature",88.6,"ºF",1915
8,"Bombay Presidency","August","Temperature",81.4,"ºF",1915
9,"Central India Agency","August","Temperature",79.8,"ºF",1915
10,"Central Province And Berar","August","Temperature",78.5,"ºF",1915
11,"Hyderabad","August","Temperature",80,"ºF",1915
12,"Mysore","August","Temperature",75.6,"ºF",1915
13,"Madras Presidency","August","Temperature",84.5,"ºF",1915
14,"Lower Burma","August","Temperature",80.5,"ºF",1915
15,"Upper Burma","August","Temperature",82.8,"ºF",1915
16,"Jammu And Kashmir","August","Temperature",72.2,"ºF",1915
18,"Baluchistan Agency","August","Temperature",86.8,"ºF",1915
1,"Assam","August","Rainfall",17.83,"in",1915
2,"Bengal","August","Rainfall",13.99,"in",1915
3,"Bihar And Orissa","August","Rainfall",9.2,"in",1915
4,"United Province Of Agra And Oudh","August","Rainfall",9.27,"in",1915
5,"Punjab","August","Rainfall",2.25,"in",1915
17,"North West Frontier Province","August","Rainfall",1.38,"in",1915
6,"Sindh","August","Rainfall",0.19,"in",1915
7,"Rajputana Agency","August","Rainfall",2.02,"in",1915
8,"Bombay Presidency","August","Rainfall",8.45,"in",1915
9,"Central India Agency","August","Rainfall",6.6,"in",1915
10,"Central Province And Berar","August","Rainfall",9.7,"in",1915
11,"Hyderabad","August","Rainfall",6.4,"in",1915
12,"Mysore","August","Rainfall",6.09,"in",1915
13,"Madras Presidency","August","Rainfall",6.52,"in",1915
14,"Lower Burma","August","Rainfall",23.65,"in",1915
15,"Upper Burma","August","Rainfall",7.13,"in",1915
16,"Jammu And Kashmir","August","Rainfall",3.8,"in",1915
18,"Baluchistan Agency","August","Rainfall",0.16,"in",1915
1,"Assam","September","Temperature",81.9,"ºF",1915
2,"Bengal","September","Temperature",83,"ºF",1915
3,"Bihar And Orissa","September","Temperature",82.6,"ºF",1915
4,"United Province Of Agra And Oudh","September","Temperature",82.8,"ºF",1915
5,"Punjab","September","Temperature",87.3,"ºF",1915
17,"North West Frontier Province","September","Temperature",89.1,"ºF",1915
6,"Sindh","September","Temperature",88,"ºF",1915
7,"Rajputana Agency","September","Temperature",91.3,"ºF",1915
8,"Bombay Presidency","September","Temperature",82,"ºF",1915
9,"Central India Agency","September","Temperature",82.6,"ºF",1915
